year,case,,,,,
,,,2.91673E-92,,,
,,,2.33338E-92,,,
,,,1.86671E-92,,,
,,,1.49336E-92,,,
,,,1.19469E-92,,,
,,,9.55754E-93,,,
,,,7.64603E-93,,,
,,,6.11682E-93,,,
,,,4.89346E-93,,,
,,,3.91477E-93,,,
,,,3.13181E-93,,,
,,,2.50545E-93,,,
,,,2.00436E-93,,,
,,,1.60349E-93,,,
,,,1.28279E-93,,,
,,,1.02623E-93,,,
,,,8.20986E-94,,,
,,,6.56789E-94,,,
,,,5.25431E-94,,,
,,,4.20345E-94,,,
,,,3.36276E-94,,,
,,,2.69021E-94,,,
,,,2.15217E-94,,,
,,,1.72173E-94,,,
,,,1.37739E-94,,,
,,,1.10191E-94,,,
,,,8.81527E-95,,,
,,,7.05222E-95,,,
,,,5.64177E-95,,,
,,,4.51342E-95,,,
,,,3.61073E-95,,,
,,,2.88859E-95,,,
,,,2.31087E-95,,,
,,,1.8487E-95,,,
,,,1.47896E-95,,,
,,,1.18317E-95,,,
,,,9.46532E-96,,,
,,,7.57226E-96,,,
,,,6.05781E-96,,,
,,,4.84625E-96,,,
,,,3.877E-96,,,
,,,3.1016E-96,,,
,,,2.48128E-96,,,
,,,1.98502E-96,,,
,,,1.58802E-96,,,
,,,1.27041E-96,,,
,,,1.01633E-96,,,
,,,8.13065E-97,,,
,,,6.50452E-97,,,
,,,5.20362E-97,,,
,,,4.16289E-97,,,
,,,3.33031E-97,,,
,,,2.66425E-97,,,
,,,2.1314E-97,,,
,,,1.70512E-97,,,
,,,1.3641E-97,,,
,,,1.09128E-97,,,
,,,8.73022E-98,,,
,,,6.98418E-98,,,
,,,5.58734E-98,,,
,,,4.46987E-98,,,
,,,3.5759E-98,,,
,,,2.86072E-98,,,
,,,2.28857E-98,,,
,,,1.83086E-98,,,
,,,1.46469E-98,,,
,,,1.17175E-98,,,
,,,9.374E-99,,,
,,,7.4992E-99,,,
,,,5.9994E-99,,,
,,,4.7995E-99,,,
,,,3.8396E-99,,,
,,,3.0717E-99,,,
,,,2.4573E-99,,,
,,,1.9659E-99,,,
,,,1.5727E-99,,,
,,,1.2582E-99,,,
,,,1.0065E-99,,,
,,,8.0522E-100,,,
,,,6.4418E-100,,,
,,,5.1534E-100,,,
,,,4.1227E-100,,,
,,,3.2982E-100,,,
,,,2.6385E-100,,,
,,,2.1108E-100,,,
,,,1.6887E-100,,,
,,,1.3509E-100,,,
,,,1.0807E-100,,,
,,,8.646E-101,,,
,,,6.9168E-101,,,
,,,5.5334E-101,,,
,,,4.4267E-101,,,
,,,3.5414E-101,,,
,,,2.8331E-101,,,
,,,2.2665E-101,,,
,,,1.8132E-101,,,
,,,1.4506E-101,,,
,,,1.1604E-101,,,
,,,9.2836E-102,,,
,,,7.4269E-102,,,
,,,5.9415E-102,,,
,,,4.7532E-102,,,
,,,3.8025E-102,,,
,,,3.042E-102,,,
,,,2.4336E-102,,,
,,,1.9469E-102,,,
,,,1.5575E-102,,,
,,,1.246E-102,,,
,,,9.9681E-103,,,
,,,7.9745E-103,,,
,,,6.3796E-103,,,
,,,5.1037E-103,,,
,,,4.083E-103,,,
,,,3.2664E-103,,,
,,,2.6131E-103,,,
,,,2.0905E-103,,,
,,,1.6724E-103,,,
,,,1.3379E-103,,,
,,,1.0703E-103,,,
,,,8.5626E-104,,,
,,,6.8501E-104,,,
,,,5.48E-104,,,
,,,4.384E-104,,,
,,,3.5072E-104,,,
,,,2.8058E-104,,,
,,,2.2446E-104,,,
,,,1.7957E-104,,,
,,,1.4366E-104,,,
,,,1.1492E-104,,,
,,,9.194E-105,,,
,,,7.3552E-105,,,
,,,5.8842E-105,,,
,,,4.7073E-105,,,
,,,3.7659E-105,,,
,,,3.0127E-105,,,
,,,2.4102E-105,,,
,,,1.9281E-105,,,
,,,1.5425E-105,,,
,,,1.234E-105,,,
,,,9.872E-106,,,
,,,7.8976E-106,,,
,,,6.3181E-106,,,
,,,5.0545E-106,,,
,,,4.0436E-106,,,
,,,3.2348E-106,,,
,,,2.5879E-106,,,
,,,2.0703E-106,,,
,,,1.6562E-106,,,
,,,1.325E-106,,,
,,,1.06E-106,,,
,,,8.48E-107,,,
,,,6.784E-107,,,
,,,5.4272E-107,,,
,,,4.3417E-107,,,
,,,3.4734E-107,,,
,,,2.7787E-107,,,
,,,2.223E-107,,,
,,,1.7784E-107,,,
,,,1.4227E-107,,,
,,,1.1382E-107,,,
,,,9.1053E-108,,,
,,,7.2842E-108,,,
,,,5.8274E-108,,,
,,,4.6619E-108,,,
,,,3.7295E-108,,,
,,,2.9836E-108,,,
,,,2.3869E-108,,,
,,,1.9095E-108,,,
,,,1.5276E-108,,,
,,,1.2221E-108,,,
,,,9.7767E-109,,,
,,,7.8214E-109,,,
,,,6.2571E-109,,,
,,,5.0057E-109,,,
,,,4.0045E-109,,,
,,,3.2036E-109,,,
,,,2.5629E-109,,,
,,,2.0503E-109,,,
,,,1.6403E-109,,,
,,,1.3122E-109,,,
,,,1.0498E-109,,,
,,,8.3981E-110,,,
,,,6.7185E-110,,,
,,,5.3748E-110,,,
,,,4.2999E-110,,,
,,,3.4399E-110,,,
,,,2.7519E-110,,,
,,,2.2015E-110,,,
,,,1.7612E-110,,,
,,,1.409E-110,,,
,,,1.1272E-110,,,
,,,9.0174E-111,,,
,,,7.214E-111,,,
,,,5.7712E-111,,,
,,,4.6169E-111,,,
,,,3.6935E-111,,,
,,,2.9548E-111,,,
,,,2.3639E-111,,,
,,,1.8911E-111,,,
,,,1.5129E-111,,,
,,,1.2103E-111,,,
,,,9.6824E-112,,,
,,,7.7459E-112,,,
,,,6.1967E-112,,,
,,,4.9574E-112,,,
,,,3.9659E-112,,,
,,,3.1727E-112,,,
,,,2.5382E-112,,,
,,,2.0305E-112,,,
,,,1.6244E-112,,,
,,,1.2996E-112,,,
,,,1.0396E-112,,,
,,,8.3171E-113,,,
,,,6.6537E-113,,,
,,,5.323E-113,,,
,,,4.2584E-113,,,
,,,3.4067E-113,,,
,,,2.7254E-113,,,
,,,2.1803E-113,,,
,,,1.7442E-113,,,
,,,1.3954E-113,,,
,,,1.1163E-113,,,
,,,8.9304E-114,,,
,,,7.1444E-114,,,
,,,5.7155E-114,,,
,,,4.5724E-114,,,
,,,3.6579E-114,,,
,,,2.9263E-114,,,
,,,2.3411E-114,,,
,,,1.8728E-114,,,
,,,1.4983E-114,,,
,,,1.1986E-114,,,
,,,9.589E-115,,,
,,,7.6712E-115,,,
,,,6.137E-115,,,
,,,4.9096E-115,,,
,,,3.9277E-115,,,
,,,3.1421E-115,,,
,,,2.5137E-115,,,
,,,2.011E-115,,,
,,,1.6088E-115,,,
,,,1.287E-115,,,
,,,1.0296E-115,,,
,,,8.2369E-116,,,
,,,6.5895E-116,,,
,,,5.2716E-116,,,
,,,4.2173E-116,,,
,,,3.3738E-116,,,
,,,2.6991E-116,,,
,,,2.1592E-116,,,
,,,1.7274E-116,,,
,,,1.3819E-116,,,
,,,1.1055E-116,,,
,,,8.8443E-117,,,
,,,7.0754E-117,,,
,,,5.6603E-117,,,
,,,4.5283E-117,,,
,,,3.6226E-117,,,
,,,2.8981E-117,,,
,,,2.3185E-117,,,
,,,1.8548E-117,,,
,,,1.4838E-117,,,
,,,1.1871E-117,,,
,,,9.4965E-118,,,
,,,7.5972E-118,,,
,,,6.0777E-118,,,
,,,4.8622E-118,,,
,,,3.8898E-118,,,
,,,3.1118E-118,,,
,,,2.4894E-118,,,
,,,1.9916E-118,,,
,,,1.5932E-118,,,
,,,1.2746E-118,,,
,,,1.0197E-118,,,
,,,8.1574E-119,,,
,,,6.5259E-119,,,
,,,5.2207E-119,,,
,,,4.1766E-119,,,
,,,3.3413E-119,,,
,,,2.673E-119,,,
,,,2.1384E-119,,,
,,,1.7107E-119,,,
,,,1.3686E-119,,,
,,,1.0949E-119,,,
,,,8.759E-120,,,
,,,7.0072E-120,,,
,,,5.6057E-120,,,
,,,4.4846E-120,,,
,,,3.5877E-120,,,
,,,2.8701E-120,,,
,,,2.2961E-120,,,
,,,1.8369E-120,,,
,,,1.4695E-120,,,
,,,1.1756E-120,,,
,,,9.4049E-121,,,
,,,7.5239E-121,,,
,,,6.0191E-121,,,
,,,4.8153E-121,,,
,,,3.8522E-121,,,
,,,3.0818E-121,,,
,,,2.4654E-121,,,
,,,1.9723E-121,,,
,,,1.5779E-121,,,
,,,1.2623E-121,,,
,,,1.0098E-121,,,
,,,8.0787E-122,,,
,,,6.463E-122,,,
,,,5.1704E-122,,,
,,,4.1363E-122,,,
,,,3.309E-122,,,
,,,2.6472E-122,,,
,,,2.1178E-122,,,
,,,1.6942E-122,,,
,,,1.3554E-122,,,
,,,1.0843E-122,,,
,,,8.6744E-123,,,
,,,6.9396E-123,,,
,,,5.5516E-123,,,
,,,4.4413E-123,,,
,,,3.5531E-123,,,
,,,2.8424E-123,,,
,,,2.274E-123,,,
,,,1.8192E-123,,,
,,,1.4553E-123,,,
,,,1.1643E-123,,,
,,,9.3141E-124,,,
,,,7.4513E-124,,,
,,,5.961E-124,,,
,,,4.7688E-124,,,
,,,3.8151E-124,,,
,,,3.0521E-124,,,
,,,2.4416E-124,,,
,,,1.9533E-124,,,
,,,1.5626E-124,,,
,,,1.2501E-124,,,
,,,1.0001E-124,,,
,,,8.0008E-125,,,
,,,6.4006E-125,,,
,,,5.1205E-125,,,
,,,4.0964E-125,,,
,,,3.2771E-125,,,
,,,2.6217E-125,,,
,,,2.0974E-125,,,
,,,1.6779E-125,,,
,,,1.3423E-125,,,
,,,1.0738E-125,,,
,,,8.5908E-126,,,
,,,6.8726E-126,,,
,,,5.4981E-126,,,
,,,4.3985E-126,,,
,,,3.5188E-126,,,
,,,2.815E-126,,,
,,,2.252E-126,,,
,,,1.8016E-126,,,
,,,1.4413E-126,,,
,,,1.153E-126,,,
,,,9.2243E-127,,,
,,,7.3794E-127,,,
,,,5.9035E-127,,,
,,,4.7228E-127,,,
,,,3.7783E-127,,,
,,,3.0226E-127,,,
,,,2.4181E-127,,,
,,,1.9345E-127,,,
,,,1.5476E-127,,,
,,,1.2381E-127,,,
,,,9.9045E-128,,,
,,,7.9236E-128,,,
,,,6.3389E-128,,,
,,,5.0711E-128,,,
,,,4.0569E-128,,,
,,,3.2455E-128,,,
,,,2.5964E-128,,,
,,,2.0771E-128,,,
,,,1.6617E-128,,,
,,,1.3294E-128,,,
,,,1.0635E-128,,,
,,,8.5079E-129,,,
,,,6.8063E-129,,,
,,,5.445E-129,,,
,,,4.356E-129,,,
,,,3.4848E-129,,,
,,,2.7879E-129,,,
,,,2.2303E-129,,,
,,,1.7842E-129,,,
,,,1.4274E-129,,,
,,,1.1419E-129,,,
,,,9.1353E-130,,,
,,,7.3082E-130,,,
,,,5.8466E-130,,,
,,,4.6773E-130,,,
,,,3.7418E-130,,,
,,,2.9934E-130,,,
,,,2.3948E-130,,,
,,,1.9158E-130,,,
,,,1.5326E-130,,,
,,,1.2261E-130,,,
,,,9.8089E-131,,,
,,,7.8471E-131,,,
,,,6.2777E-131,,,
,,,5.0222E-131,,,
,,,4.0177E-131,,,
,,,3.2142E-131,,,
,,,2.5713E-131,,,
,,,2.0571E-131,,,
,,,1.6457E-131,,,
,,,1.3165E-131,,,
,,,1.0532E-131,,,
,,,8.4258E-132,,,
,,,6.7406E-132,,,
,,,5.3925E-132,,,
,,,4.314E-132,,,
,,,3.4512E-132,,,
,,,2.761E-132,,,
,,,2.2088E-132,,,
,,,1.767E-132,,,
,,,1.4136E-132,,,
,,,1.1309E-132,,,
,,,9.0471E-133,,,
,,,7.2377E-133,,,
,,,5.7902E-133,,,
,,,4.6321E-133,,,
,,,3.7057E-133,,,
,,,2.9646E-133,,,
,,,2.3716E-133,,,
,,,1.8973E-133,,,
,,,1.5179E-133,,,
,,,1.2143E-133,,,
,,,9.7143E-134,,,
,,,7.7714E-134,,,
,,,6.2171E-134,,,
,,,4.9737E-134,,,
,,,3.979E-134,,,
,,,3.1832E-134,,,
,,,2.5465E-134,,,
,,,2.0372E-134,,,
,,,1.6298E-134,,,
,,,1.3038E-134,,,
,,,1.0431E-134,,,
,,,8.3445E-135,,,
,,,6.6756E-135,,,
,,,5.3405E-135,,,
,,,4.2724E-135,,,
,,,3.4179E-135,,,
,,,2.7343E-135,,,
,,,2.1875E-135,,,
,,,1.75E-135,,,
,,,1.4E-135,,,
,,,1.12E-135,,,
,,,8.9598E-136,,,
,,,7.1679E-136,,,
,,,5.7343E-136,,,
,,,4.5874E-136,,,
,,,3.6699E-136,,,
,,,2.936E-136,,,
,,,2.3488E-136,,,
,,,1.879E-136,,,
,,,1.5032E-136,,,
,,,1.2026E-136,,,
,,,9.6206E-137,,,
,,,7.6964E-137,,,
,,,6.1572E-137,,,
,,,4.9257E-137,,,
,,,3.9406E-137,,,
,,,3.1525E-137,,,
,,,2.522E-137,,,
,,,2.0176E-137,,,
,,,1.6141E-137,,,
,,,1.2912E-137,,,
,,,1.033E-137,,,
,,,8.264E-138,,,
,,,6.6112E-138,,,
,,,5.289E-138,,,
,,,4.2312E-138,,,
,,,3.3849E-138,,,
,,,2.7079E-138,,,
,,,2.1664E-138,,,
,,,1.7331E-138,,,
,,,1.3865E-138,,,
,,,1.1092E-138,,,
,,,8.8734E-139,,,
,,,7.0987E-139,,,
,,,5.679E-139,,,
,,,4.5432E-139,,,
,,,3.6345E-139,,,
,,,2.9076E-139,,,
,,,2.3261E-139,,,
,,,1.8609E-139,,,
,,,1.4887E-139,,,
,,,1.191E-139,,,
,,,9.5277E-140,,,
,,,7.6222E-140,,,
,,,6.0977E-140,,,
,,,4.8782E-140,,,
,,,3.9026E-140,,,
,,,3.122E-140,,,
,,,2.4976E-140,,,
,,,1.9981E-140,,,
,,,1.5985E-140,,,
,,,1.2788E-140,,,
,,,1.023E-140,,,
,,,8.1843E-141,,,
,,,6.5474E-141,,,
,,,5.2379E-141,,,
,,,4.1903E-141,,,
,,,3.3523E-141,,,
,,,2.6818E-141,,,
,,,2.1455E-141,,,
,,,1.7164E-141,,,
,,,1.3731E-141,,,
,,,1.0985E-141,,,
,,,8.7878E-142,,,
,,,7.0302E-142,,,
,,,5.6242E-142,,,
,,,4.4993E-142,,,
,,,3.5995E-142,,,
,,,2.8796E-142,,,
,,,2.3037E-142,,,
,,,1.8429E-142,,,
,,,1.4743E-142,,,
,,,1.1795E-142,,,
,,,9.4358E-143,,,
,,,7.5486E-143,,,
,,,6.0389E-143,,,
,,,4.8311E-143,,,
,,,3.8649E-143,,,
,,,3.0919E-143,,,
,,,2.4735E-143,,,
,,,1.9788E-143,,,
,,,1.5831E-143,,,
,,,1.2665E-143,,,
,,,1.0132E-143,,,
,,,8.1053E-144,,,
,,,6.4842E-144,,,
,,,5.1874E-144,,,
,,,4.1499E-144,,,
,,,3.3199E-144,,,
,,,2.6559E-144,,,
,,,2.1248E-144,,,
,,,1.6998E-144,,,
,,,1.3598E-144,,,
,,,1.0879E-144,,,
,,,8.703E-145,,,
,,,6.9624E-145,,,
,,,5.5699E-145,,,
,,,4.4559E-145,,,
,,,3.5647E-145,,,
,,,2.8518E-145,,,
,,,2.2814E-145,,,
,,,1.8252E-145,,,
,,,1.4601E-145,,,
,,,1.1681E-145,,,
,,,9.3448E-146,,,
,,,7.4758E-146,,,
,,,5.9807E-146,,,
,,,4.7845E-146,,,
,,,3.8276E-146,,,
,,,3.0621E-146,,,
,,,2.4497E-146,,,
,,,1.9597E-146,,,
,,,1.5678E-146,,,
,,,1.2542E-146,,,
,,,1.0034E-146,,,
,,,8.0271E-147,,,
,,,6.4217E-147,,,
,,,5.1373E-147,,,
,,,4.1099E-147,,,
,,,3.2879E-147,,,
,,,2.6303E-147,,,
,,,2.1043E-147,,,
,,,1.6834E-147,,,
,,,1.3467E-147,,,
,,,1.0774E-147,,,
,,,8.619E-148,,,
,,,6.8952E-148,,,
,,,5.5162E-148,,,
,,,4.4129E-148,,,
,,,3.5304E-148,,,
,,,2.8243E-148,,,
,,,2.2594E-148,,,
,,,1.8075E-148,,,
,,,1.446E-148,,,
,,,1.1568E-148,,,
,,,9.2546E-149,,,
,,,7.4037E-149,,,
,,,5.923E-149,,,
,,,4.7384E-149,,,
,,,3.7907E-149,,,
,,,3.0326E-149,,,
,,,2.426E-149,,,
,,,1.9408E-149,,,
,,,1.5527E-149,,,
,,,1.2421E-149,,,
,,,9.9371E-150,,,
,,,7.9497E-150,,,
,,,6.3597E-150,,,
,,,5.0878E-150,,,
,,,4.0702E-150,,,
,,,3.2562E-150,,,
,,,2.6049E-150,,,
,,,2.084E-150,,,
,,,1.6672E-150,,,
,,,1.3337E-150,,,
,,,1.067E-150,,,
,,,8.5359E-151,,,
,,,6.8287E-151,,,
,,,5.463E-151,,,
,,,4.3704E-151,,,
,,,3.4963E-151,,,
,,,2.797E-151,,,
,,,2.2376E-151,,,
,,,1.7901E-151,,,
,,,1.4321E-151,,,
,,,1.1457E-151,,,
,,,9.1653E-152,,,
,,,7.3323E-152,,,
,,,5.8658E-152,,,
,,,4.6926E-152,,,
,,,3.7541E-152,,,
,,,3.0033E-152,,,
,,,2.4026E-152,,,
,,,1.9221E-152,,,
,,,1.5377E-152,,,
,,,1.2301E-152,,,
,,,9.8412E-153,,,
,,,7.873E-153,,,
,,,6.2984E-153,,,
,,,5.0387E-153,,,
,,,4.031E-153,,,
,,,3.2248E-153,,,
,,,2.5798E-153,,,
,,,2.0638E-153,,,
,,,1.6511E-153,,,
,,,1.3209E-153,,,
,,,1.0567E-153,,,
,,,8.4535E-154,,,
,,,6.7628E-154,,,
,,,5.4103E-154,,,
,,,4.3282E-154,,,
,,,3.4626E-154,,,
,,,2.7701E-154,,,
,,,2.216E-154,,,
,,,1.7728E-154,,,
,,,1.4183E-154,,,
,,,1.1346E-154,,,
,,,9.0769E-155,,,
,,,7.2615E-155,,,
,,,5.8092E-155,,,
,,,4.6474E-155,,,
,,,3.7179E-155,,,
,,,2.9743E-155,,,
,,,2.3795E-155,,,
,,,1.9036E-155,,,
,,,1.5229E-155,,,
,,,1.2183E-155,,,
,,,9.7462E-156,,,
,,,7.797E-156,,,
,,,6.2376E-156,,,
,,,4.9901E-156,,,
,,,3.9921E-156,,,
,,,3.1937E-156,,,
,,,2.5549E-156,,,
,,,2.0439E-156,,,
,,,1.6351E-156,,,
,,,1.3081E-156,,,
,,,1.0465E-156,,,
,,,8.372E-157,,,
,,,6.6976E-157,,,
,,,5.3581E-157,,,
,,,4.2864E-157,,,
,,,3.4292E-157,,,
,,,2.7433E-157,,,
,,,2.1947E-157,,,
,,,1.7557E-157,,,
,,,1.4046E-157,,,
,,,1.1237E-157,,,
,,,8.9893E-158,,,
,,,7.1915E-158,,,
,,,5.7532E-158,,,
,,,4.6025E-158,,,
,,,3.682E-158,,,
,,,2.9456E-158,,,
,,,2.3565E-158,,,
,,,1.8852E-158,,,
,,,1.5082E-158,,,
,,,1.2065E-158,,,
,,,9.6522E-159,,,
,,,7.7218E-159,,,
,,,6.1774E-159,,,
,,,4.9419E-159,,,
,,,3.9535E-159,,,
,,,3.1628E-159,,,
,,,2.5303E-159,,,
,,,2.0242E-159,,,
,,,1.6194E-159,,,
,,,1.2955E-159,,,
,,,1.0364E-159,,,
,,,8.2912E-160,,,
,,,6.633E-160,,,
,,,5.3064E-160,,,
,,,4.2451E-160,,,
,,,3.3961E-160,,,
,,,2.7169E-160,,,
,,,2.1735E-160,,,
,,,1.7388E-160,,,
,,,1.391E-160,,,
,,,1.1128E-160,,,
,,,8.9026E-161,,,
,,,7.1221E-161,,,
,,,5.6977E-161,,,
,,,4.5581E-161,,,
,,,3.6465E-161,,,
,,,2.9172E-161,,,
,,,2.3338E-161,,,
,,,1.867E-161,,,
,,,1.4936E-161,,,
,,,1.1949E-161,,,
,,,9.5591E-162,,,
,,,7.6473E-162,,,
,,,6.1178E-162,,,
,,,4.8943E-162,,,
,,,3.9154E-162,,,
,,,3.1323E-162,,,
,,,2.5059E-162,,,
,,,2.0047E-162,,,
,,,1.6037E-162,,,
,,,1.283E-162,,,
,,,1.0264E-162,,,
,,,8.2112E-163,,,
,,,6.569E-163,,,
,,,5.2552E-163,,,
,,,4.2041E-163,,,
,,,3.3633E-163,,,
,,,2.6906E-163,,,
,,,2.1525E-163,,,
,,,1.722E-163,,,
,,,1.3776E-163,,,
,,,1.1021E-163,,,
,,,8.8167E-164,,,
,,,7.0534E-164,,,
,,,5.6427E-164,,,
,,,4.5142E-164,,,
,,,3.6113E-164,,,
,,,2.8891E-164,,,
,,,2.3112E-164,,,
,,,1.849E-164,,,
,,,1.4792E-164,,,
,,,1.1834E-164,,,
,,,9.4669E-165,,,
,,,7.5735E-165,,,
,,,6.0588E-165,,,
,,,4.847E-165,,,
,,,3.8776E-165,,,
,,,3.1021E-165,,,
,,,2.4817E-165,,,
,,,1.9853E-165,,,
,,,1.5883E-165,,,
,,,1.2706E-165,,,
,,,1.0165E-165,,,
,,,8.132E-166,,,
,,,6.5056E-166,,,
,,,5.2045E-166,,,
,,,4.1636E-166,,,
,,,3.3309E-166,,,
,,,2.6647E-166,,,
,,,2.1317E-166,,,
,,,1.7054E-166,,,
,,,1.3643E-166,,,
,,,1.0915E-166,,,
,,,8.7316E-167,,,
,,,6.9853E-167,,,
,,,5.5883E-167,,,
,,,4.4706E-167,,,
,,,3.5765E-167,,,
,,,2.8612E-167,,,
,,,2.2889E-167,,,
,,,1.8312E-167,,,
,,,1.4649E-167,,,
,,,1.1719E-167,,,
,,,9.3755E-168,,,
,,,7.5004E-168,,,
,,,6.0003E-168,,,
,,,4.8003E-168,,,
,,,3.8402E-168,,,
,,,3.0722E-168,,,
,,,2.4577E-168,,,
,,,1.9662E-168,,,
,,,1.573E-168,,,
,,,1.2584E-168,,,
,,,1.0067E-168,,,
,,,8.0535E-169,,,
,,,6.4428E-169,,,
,,,5.1543E-169,,,
,,,4.1234E-169,,,
,,,3.2987E-169,,,
,,,2.639E-169,,,
,,,2.1112E-169,,,
,,,1.6889E-169,,,
,,,1.3512E-169,,,
,,,1.0809E-169,,,
,,,8.6474E-170,,,
,,,6.9179E-170,,,
,,,5.5343E-170,,,
,,,4.4275E-170,,,
,,,3.542E-170,,,
,,,2.8336E-170,,,
,,,2.2669E-170,,,
,,,1.8135E-170,,,
,,,1.4508E-170,,,
,,,1.1606E-170,,,
,,,9.2851E-171,,,
,,,7.4281E-171,,,
,,,5.9424E-171,,,
,,,4.754E-171,,,
,,,3.8032E-171,,,
,,,3.0425E-171,,,
,,,2.434E-171,,,
,,,1.9472E-171,,,
,,,1.5578E-171,,,
,,,1.2462E-171,,,
,,,9.9698E-172,,,
,,,7.9758E-172,,,
,,,6.3807E-172,,,
,,,5.1045E-172,,,
,,,4.0836E-172,,,
,,,3.2669E-172,,,
,,,2.6135E-172,,,
,,,2.0908E-172,,,
,,,1.6727E-172,,,
,,,1.3381E-172,,,
,,,1.0705E-172,,,
,,,8.564E-173,,,
,,,6.8512E-173,,,
,,,5.4809E-173,,,
,,,4.3848E-173,,,
,,,3.5078E-173,,,
,,,2.8062E-173,,,
,,,2.245E-173,,,
,,,1.796E-173,,,
,,,1.4368E-173,,,
,,,1.1494E-173,,,
,,,9.1955E-174,,,
,,,7.3564E-174,,,
,,,5.8851E-174,,,
,,,4.7081E-174,,,
,,,3.7665E-174,,,
,,,3.0132E-174,,,
,,,2.4105E-174,,,
,,,1.9284E-174,,,
,,,1.5427E-174,,,
,,,1.2342E-174,,,
,,,9.8736E-175,,,
,,,7.8989E-175,,,
,,,6.3191E-175,,,
,,,5.0553E-175,,,
,,,4.0442E-175,,,
,,,3.2354E-175,,,
,,,2.5883E-175,,,
,,,2.0706E-175,,,
,,,1.6565E-175,,,
,,,1.3252E-175,,,
,,,1.0602E-175,,,
,,,8.4813E-176,,,
,,,6.7851E-176,,,
,,,5.4281E-176,,,
,,,4.3424E-176,,,
,,,3.474E-176,,,
,,,2.7792E-176,,,
,,,2.2233E-176,,,
,,,1.7787E-176,,,
,,,1.4229E-176,,,
,,,1.1383E-176,,,
,,,9.1068E-177,,,
,,,7.2854E-177,,,
,,,5.8283E-177,,,
,,,4.6627E-177,,,
,,,3.7301E-177,,,
,,,2.9841E-177,,,
,,,2.3873E-177,,,
,,,1.9098E-177,,,
,,,1.5279E-177,,,
,,,1.2223E-177,,,
,,,9.7783E-178,,,
,,,7.8227E-178,,,
,,,6.2581E-178,,,
,,,5.0065E-178,,,
,,,4.0052E-178,,,
,,,3.2042E-178,,,
,,,2.5633E-178,,,
,,,2.0507E-178,,,
,,,1.6405E-178,,,
,,,1.3124E-178,,,
,,,1.0499E-178,,,
,,,8.3995E-179,,,
,,,6.7196E-179,,,
,,,5.3757E-179,,,
,,,4.3006E-179,,,
,,,3.4404E-179,,,
,,,2.7524E-179,,,
,,,2.2019E-179,,,
,,,1.7615E-179,,,
,,,1.4092E-179,,,
,,,1.1274E-179,,,
,,,9.0189E-180,,,
,,,7.2151E-180,,,
,,,5.7721E-180,,,
,,,4.6177E-180,,,
,,,3.6941E-180,,,
,,,2.9553E-180,,,
,,,2.3643E-180,,,
,,,1.8914E-180,,,
,,,1.5131E-180,,,
,,,1.2105E-180,,,
,,,9.684E-181,,,
,,,7.7472E-181,,,
,,,6.1978E-181,,,
,,,4.9582E-181,,,
,,,3.9666E-181,,,
,,,3.1732E-181,,,
,,,2.5386E-181,,,
,,,2.0309E-181,,,
,,,1.6247E-181,,,
,,,1.2998E-181,,,
,,,1.0398E-181,,,
,,,8.3185E-182,,,
,,,6.6548E-182,,,
,,,5.3238E-182,,,
,,,4.2591E-182,,,
,,,3.4072E-182,,,
,,,2.7258E-182,,,
,,,2.1806E-182,,,
,,,1.7445E-182,,,
,,,1.3956E-182,,,
,,,1.1165E-182,,,
,,,8.9319E-183,,,
,,,7.1455E-183,,,
,,,5.7164E-183,,,
,,,4.5731E-183,,,
,,,3.6585E-183,,,
,,,2.9268E-183,,,
,,,2.3414E-183,,,
,,,1.8732E-183,,,
,,,1.4985E-183,,,
,,,1.1988E-183,,,
,,,9.5906E-184,,,
,,,7.6724E-184,,,
,,,6.138E-184,,,
,,,4.9104E-184,,,
,,,3.9283E-184,,,
,,,3.1426E-184,,,
,,,2.5141E-184,,,
,,,2.0113E-184,,,
,,,1.609E-184,,,
,,,1.2872E-184,,,
,,,1.0298E-184,,,
,,,8.2382E-185,,,
,,,6.5906E-185,,,
,,,5.2725E-185,,,
,,,4.218E-185,,,
,,,3.3744E-185,,,
,,,2.6995E-185,,,
,,,2.1596E-185,,,
,,,1.7277E-185,,,
,,,1.3821E-185,,,
,,,1.1057E-185,,,
,,,8.8457E-186,,,
,,,7.0766E-186,,,
,,,5.6613E-186,,,
,,,4.529E-186,,,
,,,3.6232E-186,,,
,,,2.8986E-186,,,
,,,2.3189E-186,,,
,,,1.8551E-186,,,
,,,1.4841E-186,,,
,,,1.1873E-186,,,
,,,9.498E-187,,,
,,,7.5984E-187,,,
,,,6.0787E-187,,,
,,,4.863E-187,,,
,,,3.8904E-187,,,
,,,3.1123E-187,,,
,,,2.4899E-187,,,
,,,1.9919E-187,,,
,,,1.5935E-187,,,
,,,1.2748E-187,,,
,,,1.0198E-187,,,
,,,8.1587E-188,,,
,,,6.527E-188,,,
,,,5.2216E-188,,,
,,,4.1773E-188,,,
,,,3.3418E-188,,,
,,,2.6735E-188,,,
,,,2.1388E-188,,,
,,,1.711E-188,,,
,,,1.3688E-188,,,
,,,1.095E-188,,,
,,,8.7604E-189,,,
,,,7.0083E-189,,,
,,,5.6066E-189,,,
,,,4.4853E-189,,,
,,,3.5883E-189,,,
,,,2.8706E-189,,,
,,,2.2965E-189,,,
,,,1.8372E-189,,,
,,,1.4697E-189,,,
,,,1.1758E-189,,,
